project_id,energy_type,energy_subtype,installation_size_kw,location_latitude,location_longitude,month,historical_production_kwh,investment_per_share_eur,total_shares,panel_age_months,kwh_per_share_per_month
91,Biomass,Biogas,2380.793413304725,25.605502197570402,13.57473126792052,6,"[1038.2304210818006, 561.4037790671864, 1059.7946748116456, 606.8048009517236, 528.2331056783394, 653.989911199699, 962.4469586748685, 326.0020278639943, 396.4192158720174, 1151.444825663092, 375.4916273813574, 767.7273179310546]",117.96632099907788,2881,14,56.649658588782586
4,Geothermal,Dry Steam,4664.997653232944,34.16026194517855,-3.235046949435681,6,"[1054.7034500931975, 365.30228613796123, 1054.2607889973356, 690.7650067123604, 606.5567838081042, 1103.1907788344292, 803.8509825402779, 776.6140071297177, 758.7659446243977, 571.1695160195313, 985.6431035291273, 452.79844401577304]",188.08451720804862,15079,187,12.071741249558526
59,Biomass,Wood Biomass,1721.3640448962112,58.85216479954467,-18.48575924910415,5,"[1074.0717733051852, 449.66895274023017, 463.24734651801117, 200.65339076129956, 1070.6690341255176, 992.5948132091347, 827.328935090678, 950.2657639388423, 352.0485674244918, 658.3235945875754, 551.2193873487809, 293.7765262570165]",99.79544461691019,39897,219,1.516973967101848
46,Hydro,Pumped,3939.772595068447,18.994788280180877,-19.613887310192258,12,"[960.5756424552823, 354.49220400492584, 687.2653541000508, 629.9852141210597, 796.9106905466562, 1199.5577032504386, 969.4488940820471, 597.8657030174272, 1027.5530522740469, 370.7083633124802, 230.46368630896012, 404.44837246427306]",71.38025344228063,28559,211,5.560551524102059
73,Geothermal,Flash Steam,3879.086072231192,-27.659918479440357,17.579341099371703,1,"[1052.9819953305914, 1128.3835056363073, 1196.3982936790553, 996.0074024272833, 953.7340704280045, 415.50075886755104, 536.0070589901088, 665.6825417622795, 973.3810477822497, 1114.9658650779686, 389.1391000229846, 1122.3674846701028]",140.6468072090413,31826,232,4.407274144467947
11,Hydro,Run-of-River,3875.2185273421414,-16.306667509335135,20.643587793332365,5,"[1035.06594545502, 1127.3551805862971, 565.8858095568804, 518.0495725509187, 949.4260059808087, 631.112405097005, 287.5486640277806, 482.80113067049973, 618.5822855314891, 492.516425476252, 532.2055709473216, 493.77590617439074]",13.09233760070049,42830,156,4.958199330930285
6,Hydro,Pumped,1621.8710162750629,44.81092350156301,36.82968777401487,3,"[706.3303093542678, 550.4132500101974, 1112.9310047746899, 539.7702422988438, 655.6191564372516, 878.1138309542088, 743.0214308667641, 546.8859763643856, 635.6447904565098, 994.4808178535061, 478.12915548661243, 342.2552397768154]",66.06682435680653,5891,129,14.793794500355169
48,Solar,Molten Salt,4924.986432637115,53.899642208597754,7.168822852655005,6,"[261.8084606892226, 292.3605281113785, 362.79098920622937, 795.2128341268748, 350.47227100599747, 1168.0763814507336, 646.7145272585203, 701.5179603501664, 446.6586158054065, 670.9602524347335, 861.9136326370116, 951.1771369540428]",152.00427612843305,45041,211,4.8949019649851016
5,Hydro,Pumped,4710.587905907983,38.42061743652668,7.743470614752443,9,"[863.5235939134523, 611.1974888825458, 602.4062592993117, 1084.5868882296136, 1095.5628481318386, 1109.1752640535856, 513.8780765150273, 891.0558127392618, 471.63318127436963, 390.6098330744498, 384.6324573473692, 542.1076208635941]",88.84173585706523,6552,116,21.84956356212974
62,Biomass,Wood Biomass,628.7715008506879,28.215316156163496,36.99398009476456,4,"[933.8831308025414, 832.2381508678609, 783.6050370080998, 590.1202346883392, 555.1316477538126, 245.24918901888788, 417.90870825201347, 215.1768822868269, 781.4171055820206, 305.85323587790884, 1073.019394029716, 723.1430206971652]",141.43953226644814,11377,89,4.491070125851725
72,Hydro,Run-of-River,3910.9422182071944,-30.126279311733413,-15.460333765753349,5,"[318.7090955091115, 1180.5682270607235, 414.69588746335546, 267.23418009056115, 794.8473795019096, 938.8666771330327, 232.44344604718697, 858.7176387270222, 732.2918759514545, 303.2650088750484, 372.52387694636207, 767.9742973160805]",62.789734635091236,31140,125,8.142273404300218
94,Solar,Molten Salt,4850.131982349986,3.1233869791557893,0.8511277188252784,7,"[315.70131818030217, 227.25001195081512, 723.5864852214529, 418.25987269372945, 1189.4317657796314, 774.4367558722058, 337.88526935601044, 888.7625408113654, 1097.7435665097253, 945.1794953696144, 276.4398610394477, 1095.8841811926595]",159.81623024269314,40613,175,3.6101191761798948
90,Biomass,Wood Biomass,4181.225215346597,-4.166534332832626,34.77354668419452,3,"[421.23869644606395, 580.9912736683999, 1008.4057388936909, 1023.6236107489735, 584.6110759787682, 659.1240232866809, 503.2858908492829, 1132.554878419312, 318.6437657415803, 1133.74942300147, 883.8664518353432, 731.5721526867312]",11.368516852976695,45036,218,4.370649586131266
70,Hydro,Pumped,3115.233208665229,-6.789021669187541,35.686110130587195,7,"[617.6669958169948, 316.35848516449585, 812.7958355365104, 1138.4821582141544, 861.7777324716385, 276.8030483144215, 554.6662049850829, 750.6633794408515, 603.2077561332521, 1033.6440104751723, 1014.6710047099892, 811.8310201032215]",77.82429930087753,48466,50,2.761315314472102
32,Geothermal,Dry Steam,2681.722067634191,13.778293474137648,-3.314029096018615,4,"[756.3280072570793, 229.155186022089, 1107.248944356406, 356.2837095497762, 420.08867687138655, 718.2761764476463, 910.1147663372793, 295.72905474439733, 517.6946975471621, 1168.674605574357, 462.3429667809457, 513.0501450631468]",168.11720567051654,37343,108,5.516247406727811
57,Hydro,Pumped,3774.3695174037503,13.12940183509319,20.646284273697667,7,"[931.4964640431391, 1024.471517604549, 346.4362566028161, 1032.9297155742279, 740.2965317903072, 1044.6659090902244, 631.3017063410146, 579.040485383035, 1115.0607325172223, 451.1692675484013, 1044.2123252861431, 684.0205725094041]",105.24861129749564,10417,212,10.479141733254332
63,Hydro,Pumped,81.57626486262386,57.83547870568566,37.94483258918485,4,"[433.8969314722035, 410.8862276807881, 1057.1916570595886, 1020.42682025902, 640.5735280123073, 332.4046134964546, 582.2522519774584, 819.3434541369114, 654.4031544799528, 980.189268482995, 1197.6228222513855, 391.13208844889687]",94.63190983361663,48216,233,0.06671652521489696
74,Hydro,Run-of-River,1152.2465916592705,-9.27835829787291,12.78751250368746,9,"[360.22560097650626, 370.93640242084825, 618.1447881627996, 957.2829782755007, 1097.9646468477886, 284.1276622593829, 593.103907559401, 300.2455637228766, 216.59248063259787, 861.7186826439566, 802.4494419665878, 363.01911381488617]",50.5935024531475,47602,85,1.0631880152523552
45,Solar,Thermal,4348.627143537324,52.646379795618486,5.17764296840862,6,"[413.6981415703284, 620.004074081405, 209.68688274096775, 1057.955090915057, 931.1573444549172, 1146.7560351737034, 981.6154791963991, 513.7065120520652, 447.8733587284237, 897.716307553293, 564.1127750104995, 766.2150157526165]",6.220206850161695,49601,59,5.228053846133423
79,Geothermal,Flash Steam,2081.954180599745,-23.666335191094277,-6.693081308460885,1,"[426.07907101056264, 1017.3053122132368, 1130.3984201693256, 295.36092127300356, 650.0586394262252, 537.4542789642289, 1070.6884554574394, 283.52491468001875, 411.1259425580374, 952.4683375864944, 251.29384898121558, 692.5353807142892]",91.21087176254541,21674,143,5.036453630808941
46,Geothermal,Dry Steam,1120.440114523318,-19.14116322589493,-2.2164795874829935,7,"[353.8999046937737, 349.24946974147394, 468.1743677449133, 561.0747263410371, 608.4555814084827, 879.6972168333452, 256.6804321658354, 234.6727042260664, 591.9105629439091, 897.1636921379804, 393.4353429564826, 841.5044812562517]",55.66648689835839,36349,180,1.2948392982778367
36,Solar,Molten Salt,600.1288792934614,24.810503453412338,32.50708267348282,9,"[341.1075940213511, 745.5821217920665, 305.59154597664, 245.29464361307745, 856.3858593847673, 735.1523336803504, 282.0236852114708, 234.93924640598846, 1189.7564134093345, 230.02133214907187, 644.5282530501597, 704.6190246076956]",27.869628821086785,42449,222,0.3450801172953456
35,Solar,Photovoltaic,4337.202649620282,-11.056047838051207,8.060872749092624,2,"[634.3614981412177, 646.4419217965487, 818.772077041005, 865.3652084189043, 700.7109258366713, 844.8612228149799, 223.53249441409878, 629.6228638968441, 478.93807607347674, 329.1744452431104, 299.5465128087751, 803.1921656146675]",107.10210669475929,36422,209,6.728630777536714
92,Solar,Molten Salt,1091.0768536146786,36.53633638580408,-4.818419544784806,8,"[711.6385825190141, 261.0071430053949, 487.8312988516059, 293.2714467781699, 1163.8231608784736, 335.0801462257607, 351.77540985110204, 1089.5766183304922, 1143.9282834764579, 965.8290392349098, 205.40492367266987, 201.3462709565637]",78.7296501085529,37635,25,1.097247562595679
10,Geothermal,Flash Steam,1204.9974721141668,22.533016995445386,24.824696027741737,10,"[451.0801036651677, 850.4252488238643, 412.33397428689125, 322.00741357688906, 901.3832855596901, 313.44081710391674, 1196.9092185893553, 383.4524011502293, 794.1418627564575, 611.3745714125894, 326.3864224056671, 227.8439075774134]",126.43279504710249,44512,226,0.8322032248110763
39,Geothermal,Flash Steam,2160.6718661680316,14.814520272802206,-9.521168846220228,11,"[833.411740242127, 1005.525913576057, 597.8841755570231, 1005.9789008675838, 792.0168427890628, 365.9010243707862, 224.68415722458462, 562.753600399152, 746.6963282963399, 1039.8203522034883, 327.4856801402462, 1000.2063476835791]",173.28676398310927,30845,198,2.6034754993036326
36,Biomass,Biogas,3047.1321901034294,-9.211361798375059,30.25185004456334,4,"[1145.9246440320867, 495.82409749653607, 201.1120941961874, 471.9545593981987, 417.89137962674397, 861.8345851139982, 833.7115997655291, 793.4613827047239, 216.2434432094537, 928.7780544506475, 523.5304124854915, 865.0559890066311]",113.5327935579199,15022,46,13.207907721387995
44,Solar,Photovoltaic,2330.315657675771,9.897111691376594,-0.9042775168564461,11,"[602.0272168882407, 928.9392001051572, 979.8208840100681, 318.2186222910886, 200.0307188453824, 912.137045880605, 556.5961759862057, 454.48133161826024, 212.89746978952545, 740.2994067614997, 1051.1507354259818, 1157.631646272588]",115.3202653695914,49328,29,2.1031856532995516
25,Wind,Onshore,4944.735880376365,-17.427227616087258,3.393984777464837,1,"[514.9184445888957, 296.64483428775225, 376.89695082398396, 1187.336158579546, 644.1035569066187, 731.8717665050166, 1073.6185287372155, 1195.5689004906878, 782.7144493446815, 1012.4738210441717, 526.9410243366752, 505.7439574472911]",83.52722559393924,29572,84,11.443058361695474
29,Hydro,Run-of-River,3180.3614695042675,-27.16741378112355,14.709550493759806,12,"[772.6428531155846, 456.74349630975803, 1004.0956696335928, 625.9377084669395, 1194.6841651964871, 292.5004379389638, 980.3478627401586, 873.7017335421565, 967.4988305907054, 507.5297954904563, 692.0544893824006, 996.5085197237084]",50.34555966606673,21423,200,7.039116792677687
26,Hydro,Run-of-River,2729.803383491819,-31.39678429670568,-16.578385159782837,7,"[1175.4730283140218, 674.1642962719864, 266.69388140544885, 248.09231041203543, 495.66503927161915, 1132.5445893524509, 723.2130549708749, 471.78651608012916, 599.1667945110196, 798.5951074046708, 852.9496581378422, 353.91950978290504]",195.52117692630932,13615,187,6.07594152172955
47,Hydro,Run-of-River,2357.598876081407,-21.006386354243908,22.10429643263543,12,"[558.6215819535914, 1111.3391900786307, 220.93411782673326, 515.773151249496, 256.88139777764655, 966.5273162216272, 902.1074541137926, 531.352218736317, 875.662902207073, 595.9372261959498, 956.2537914224343, 654.1836627367061]",85.39454692717479,31133,233,2.4272309547434427
23,Wind,Offshore,2919.669272364251,-5.437500642359851,28.94616427810643,3,"[276.72282685288525, 366.05252148153636, 261.1046676196323, 699.3029460143252, 306.33729734822714, 314.1399693096321, 1141.048260038377, 1072.6550721760555, 652.086596811366, 1185.8053208502058, 200.1865281706631, 813.9794562733938]",125.20349458751465,42203,166,3.933672059209258
89,Wind,Onshore,3261.38866148896,55.45659288588108,-10.914061137802202,10,"[462.47058512126455, 725.2584187815833, 311.2087473382187, 1068.1692953265042, 497.3615313084723, 362.53798746870785, 875.6213095982433, 238.0863005993193, 819.9685648741641, 898.1984306764998, 414.91653138671916, 241.96407344363428]",75.91084498929267,31908,35,3.9711198214947085
24,Hydro,Pumped,2724.3805212777343,-32.071971536880824,13.951033618794796,9,"[596.3126254982205, 496.32580189980007, 343.4694570180201, 351.4455219353573, 632.7714843418189, 795.6798241615295, 280.6154051696018, 1139.5685890251657, 955.1336174451959, 786.6239182836626, 1028.438670938991, 280.1867568121133]",97.98358115795925,7411,222,9.003401692242953
90,Biomass,Wood Biomass,4707.356839318061,-27.565415856912963,32.50801711726913,7,"[525.6848020639532, 594.1360467826282, 803.3341962120347, 1001.684293191305, 669.5186653456337, 622.6560337889583, 1195.6378335948084, 210.49364113994443, 1095.065288851246, 349.1408259397374, 985.9252762089134, 817.931559846298]",71.66022067212795,18653,149,8.08308154803029
29,Solar,Molten Salt,704.2893058816652,3.985563971383492,18.637394766856815,5,"[316.4589304817125, 327.0962402184392, 389.28364591600945, 659.3314408005429, 952.1286995435712, 1105.538837928901, 1035.372530284246, 396.8878717756836, 641.1505522306325, 399.411597758535, 464.47181666719075, 703.5469815118861]",18.281259821086895,18857,172,2.205529970854877
42,Solar,Molten Salt,3012.886816427912,1.4141068215666195,37.47675159556825,7,"[805.0895185405384, 420.48763941474925, 825.6507894272764, 771.6076494829439, 384.838397947025, 259.5870973531437, 804.3593197147711, 963.6922693503205, 723.4013709220083, 426.7726253196457, 866.521976693035, 280.10572660960224]",91.15757243638114,27478,131,4.006688926018694
92,Biomass,Wood Biomass,3010.1451307773104,-1.4897397176970344,31.288346727955684,3,"[1083.5647283701906, 470.61999469359665, 394.1628690460823, 674.434893620735, 207.33415083618027, 225.80939286318173, 753.2906396230001, 720.449404165286, 1194.58198903526, 401.8418353637581, 458.10392916046845, 313.5406423262867]",183.9208868824802,42798,102,5.477700805563399
22,Solar,Photovoltaic,2283.4062976810824,-6.96085263343835,15.352876860871326,8,"[496.61248215709315, 277.18753022646797, 369.88707321905724, 326.9444137549727, 323.28377929894685, 718.561688665734, 445.8474424934003, 558.1397165291444, 1189.5053333843225, 884.3142489253447, 1148.9806670470014, 342.5565550331156]",79.51719759235101,28281,59,2.817141726270099
57,Geothermal,Dry Steam,1689.1751213625414,36.59715748551791,4.820720739115622,4,"[779.6190972281366, 222.2184820255804, 1188.5399870457068, 241.42808881938777, 1167.8027376484852, 749.8641783643982, 1163.1590270650665, 314.75359941383545, 690.4085191855132, 369.5040918660586, 250.9748770224424, 817.5291150623116]",45.51776708752983,21425,45,5.965669296882645
63,Geothermal,Dry Steam,2213.4050331188287,22.774541489733636,18.847476444732756,3,"[1192.5146201619714, 440.67051475715306, 1074.3073341370805, 1030.6227604317914, 424.6573976417666, 599.3325801992225, 609.6728692925192, 1178.2206685265583, 380.8919013788983, 999.1579711047821, 534.1927141731098, 930.8703457761604]",86.90214583765426,26274,33,7.726462734522408
52,Biomass,Biogas,345.10576045606217,29.20505530397449,-11.600757396694227,3,"[659.6445973857374, 875.7612928952238, 818.6102890939391, 768.5522556046121, 259.1770718635418, 832.802610661507, 968.9200445711683, 1194.0816546455756, 211.07855259430968, 930.1734533106767, 771.7893159359804, 634.0521760809568]",29.87618404141732,11304,134,1.824799482511576
64,Hydro,Run-of-River,2121.0281902227507,-4.218875066440695,15.62683791660713,7,"[443.8019377101796, 855.9033130983995, 398.8140609374029, 515.0105071834246, 424.60244007488484, 269.1535677185012, 1027.4987416356735, 454.5405429216612, 673.0275033430207, 243.31527325431193, 899.3394662526431, 530.5610023062909]",150.22366192669594,17184,31,5.762310725112839
40,Biomass,Wood Biomass,2230.668841371324,-8.269452257951347,34.71757505197799,12,"[799.2992870063887, 713.7078552153048, 488.1845259595295, 206.46435778971056, 696.239221900814, 485.6259885622431, 934.6083007105351, 223.94626527048348, 784.8278113057909, 1141.4742375060655, 374.4092671114995, 671.6494907505953]",22.827288404341942,46201,192,2.0228509882661974
88,Biomass,Wood Biomass,4488.044559421601,-20.370569768893297,-18.646129297679167,12,"[321.6953067266723, 788.0936376054469, 516.0776838432641, 826.9684345287166, 1008.3948823040229, 811.6464193899924, 495.74756259502067, 455.7437015483004, 527.4209587334481, 364.62051323650485, 381.17185085002006, 990.6911019001678]",80.02285241895177,25920,125,8.983186412660212
21,Wind,Offshore,3096.332860113135,-31.842507438863407,-14.732705776510402,10,"[972.6709881281666, 914.8995340913136, 778.9776465541452, 214.60899710888287, 560.3754923631707, 804.8394293625812, 587.4512959225387, 1063.479894912813, 508.80227534961534, 493.53479245866043, 465.997693092658, 532.7808689607955]",113.6939680412665,31966,5,4.854292431255994
18,Wind,Onshore,4662.114996416715,59.69494174116697,23.209447655856415,9,"[1079.7524022943435, 249.2209145407616, 431.0808528744962, 1097.3857174637149, 456.19151443935493, 420.65105962174846, 338.1252931402472, 1059.1117576469164, 700.0582591910868, 874.8932030541548, 439.06638407502965, 958.0404210112165]",153.2010812676092,28777,56,7.872930720635931
40,Biomass,Wood Biomass,1960.4005791377904,-2.605286552093254,33.17729298734306,9,"[351.88617233663024, 528.5581498857985, 254.46604736683759, 382.45804065249, 1165.2096385457353, 628.1839398671729, 832.0192084224365, 926.1112593446369, 566.9614070072005, 347.22707441051693, 406.5810162217808, 513.2664765806103]",129.033341968684,47805,59,1.3549214872650892
62,Solar,Molten Salt,3768.830675650146,49.69952893644111,30.767452631813896,1,"[857.7161472759535, 841.5685666849944, 225.56979908973466, 987.9701335909316, 1103.2481050951305, 467.4152784721077, 1012.3907241861509, 282.4059718619482, 799.967858261066, 685.6468653342772, 745.923533309, 1126.2052018843451]",174.90647321313642,16881,34,14.508543239824013
6,Wind,Onshore,4273.979621965999,-7.183992764639221,-16.773661300281,8,"[431.27992831595543, 443.5711258646319, 506.04716622877146, 263.6847675025167, 377.12714419825403, 205.1396275855603, 645.4095211057868, 284.2553774179713, 882.652605044199, 435.62285119164835, 1143.5741440351771, 1071.2516273986525]",61.44097451880061,6178,71,24.975177848794
1,Biomass,Wood Biomass,455.7303864861278,24.6837228926381,17.498784902562114,3,"[368.85846337039504, 253.63479152083085, 917.4649906119122, 675.4757152327337, 1049.098019958676, 583.397141058259, 368.2785885077128, 1036.4421924698697, 748.9096316400717, 389.1957923903549, 920.3839985864457, 711.1136384895005]",122.84103153686236,29386,176,0.9854687856186405
96,Hydro,Pumped,4672.636417088932,0.22237348471124108,8.127392830407455,1,"[504.24186382719574, 339.2468445941095, 812.0085299594554, 506.3009968875375, 526.1078525125735, 270.91595948797925, 549.796061807592, 1062.4965074015854, 433.07281189083494, 895.1874662100656, 829.6283449385927, 1063.4846083691154]",30.796149791952455,22991,96,13.006008251510915
94,Geothermal,Dry Steam,1146.5104969598738,-34.38379900966869,-4.661654372278308,9,"[371.59636706518995, 367.4597445179885, 662.5935471051531, 233.26797116935842, 321.88808253227046, 615.8613394079475, 263.1299092079665, 596.7550564555293, 674.0062659484452, 651.2666140731144, 1069.1748574030873, 730.0624550517324]",96.25619018321845,16804,22,2.673409758548934
16,Wind,Offshore,3384.0555617503846,-26.26382540313258,-3.3878018304792654,7,"[952.1143326969748, 712.8747423052678, 520.8545427498436, 796.0501157609502, 1195.734452051323, 635.2622796565538, 1120.6914007786195, 545.016839924566, 254.73270692498588, 404.24210636842884, 618.6951433276843, 419.63492859456903]",5.04427245255983,36427,86,4.9584193201253965
22,Wind,Onshore,3776.600846616921,33.285918733183095,32.571548696173366,7,"[1128.8079606878853, 630.535820913037, 319.1406719960482, 712.3928207321065, 548.8319074586302, 574.8249243499977, 821.3306241557073, 918.7181132622023, 310.6035988731609, 235.59023080647637, 1194.3303026857147, 432.7283489155518]",15.49695235714952,44881,216,2.20893431643303
13,Wind,Offshore,1739.160026300717,4.418340687836654,20.53520641404633,10,"[1077.4521266031688, 973.1835012587583, 871.587742938926, 231.72249181603115, 734.9666734094441, 237.69772491485278, 1008.0678171160226, 520.7245244599576, 762.4293741179209, 479.4453073189026, 982.5001443802936, 1086.5025266419025]",82.73528637154747,32601,107,1.8763350868773983
90,Solar,Molten Salt,1663.1126459481625,55.40422650780857,-12.687229893116982,6,"[537.3306088457655, 1027.5236939538172, 200.59793883479531, 507.81915002611913, 441.16521430776197, 433.567361068611, 268.1866197654627, 387.1242704105017, 755.5495698856199, 491.3610728377445, 617.394782329148, 576.8668803471885]",175.80146037497946,45243,126,1.8279124210704512
41,Wind,Offshore,4207.9889149915,-6.067716434428888,22.533946766398962,10,"[498.06620117000415, 520.4012861402149, 364.28684327240927, 983.1614309236971, 322.4978619659892, 834.9066591531628, 323.84602670581745, 270.53563759295656, 1109.4295036858766, 390.1287663187057, 1021.2501545597042, 744.6308711071358]",20.182021323710075,17562,129,7.885212974868731
53,Geothermal,Dry Steam,4277.017266602172,-38.677118709470605,10.70682739416884,1,"[1036.4209229856397, 702.4656497627655, 214.38123598415297, 1002.9813013091039, 1180.7938054145848, 805.9261954142473, 703.7083870840708, 1078.4158630449615, 1152.5167896845987, 954.5369159024606, 645.4529297342879, 792.2213993314405]",141.68239617850986,25700,81,10.70629486924972
70,Solar,Photovoltaic,821.0776398718423,14.704534561557772,-14.753209892006874,2,"[420.50878713664804, 385.9615075574177, 1150.8186599164314, 409.89762958623066, 460.91857965016806, 1169.6159389043378, 934.7085702650256, 899.5965330235282, 1052.9263838545812, 315.8230822367943, 905.9562365800072, 703.688609328239]",166.68437485540727,38711,87,1.5422122286848468
80,Biomass,Biogas,3851.4513914060663,22.856640064728317,17.995792096564628,1,"[1138.0641395681314, 1117.6472779044334, 1087.4689402128824, 825.4334501665935, 1008.2682112162782, 269.03693691137494, 534.7890418906791, 513.7031247571563, 835.6453219526132, 555.9577734706405, 348.5067816436808, 796.4670754135437]",163.8048645304709,8099,209,20.59078632460165
63,Wind,Onshore,3231.83559900623,20.0945484537719,21.76479169402235,11,"[912.6656189865445, 393.16000840843276, 671.3082745741212, 672.5154428195852, 578.2245152433447, 717.2934821522531, 613.1073977271442, 399.3454894711831, 612.366487274681, 272.2769475731766, 775.7858627744116, 1053.654548941112]",146.43098144913827,21906,117,6.113922814222048
45,Solar,Photovoltaic,1196.4151725812997,44.89238694760728,3.8362883704275816,12,"[323.24745813255146, 507.67908947794854, 1126.0595598182654, 361.69455327398686, 1165.8323197183327, 405.7943769894217, 941.5661084668296, 746.6772648973117, 1084.4787275967592, 753.993255503131, 734.5592191563087, 395.4580003683999]",37.41472560007345,3148,45,21.468915339100715
73,Solar,Photovoltaic,1727.1762379928964,55.20624466390028,24.27566613992802,8,"[778.9653202958044, 254.51192743782627, 514.0438069184324, 699.1989468413318, 416.5791856272409, 1072.6258854858963, 287.10928946143406, 687.3844416720428, 891.416057513152, 461.75110013448244, 824.2407369975182, 1029.3851501423746]",42.11571014353427,12049,19,6.992470489406294
33,Geothermal,Dry Steam,1595.3498247426203,32.511115993331615,27.778039804907934,10,"[563.2553516758103, 993.9351334518512, 1140.9923225744371, 823.210373068007, 941.6272874518888, 1005.0973120411348, 1045.0396488966426, 595.0533378567959, 251.26345917599818, 601.8762712367395, 873.7562297840898, 650.3503857807927]",151.04781441777772,14147,134,4.2929363108475584
80,Solar,Thermal,2751.195045624478,-19.59356114533994,-2.4853295901315633,10,"[226.8676540449353, 580.4818854930359, 306.1255854909955, 731.3568317526953, 595.7776796604307, 813.1519111030179, 1005.6022187702383, 499.6686838414908, 1162.1021041650274, 735.6345005875744, 818.2907987547879, 880.672373225737]",135.01264832223,8067,48,12.176596169982203
66,Wind,Onshore,1821.907912937185,-6.633910936630734,3.2617092903404057,12,"[938.1682705368437, 1056.964414776239, 1138.714635374035, 692.3623035196258, 900.8656991254286, 1055.5511234358723, 618.2911110934859, 509.4127948704444, 1136.72455585349, 715.6765510770731, 697.253886590878, 378.4160965634958]",26.090227841804566,21659,123,4.421359285965696
51,Hydro,Pumped,1074.6183261630379,45.140574789147394,-14.944138030648935,7,"[1047.5476330547363, 381.81765283733876, 630.3465323722005, 365.4997746636556, 906.6041289942177, 735.3477680616568, 835.323346708321, 396.4869669562112, 411.7458620524195, 241.49732550990637, 522.0675351957298, 759.7446613336749]",172.2973082294791,20324,35,2.570546205651401
14,Wind,Offshore,1004.7093150135906,-30.72851891897301,11.933372491371635,10,"[926.0848514838505, 321.3029980055341, 502.77512827196716, 732.4709078838974, 764.4165877797477, 800.583196987136, 366.25533034970067, 579.7374048216487, 817.1942271169667, 1169.8188646337849, 927.6311376996887, 1122.603757093958]",153.63135137126451,34541,136,0.9732067867136922
11,Solar,Molten Salt,1281.6541837486627,0.788960850728003,-3.221820890407624,12,"[719.3126926423032, 397.5559056784782, 1005.1743973603768, 385.7769546987078, 284.96628988946645, 636.2460263571573, 858.3074395060619, 637.7168249335414, 476.7541319513086, 758.1711838904407, 547.0023354122, 1132.867690126633]",184.91580222269656,29806,137,1.9379110970195035
38,Biomass,Biogas,1614.1858485698754,45.2212391201674,-17.543963337539278,6,"[752.8148757183491, 940.663581066626, 685.0179875240412, 285.4030301627217, 1172.4613900279023, 718.0104313760979, 814.1862443190114, 436.6097827075073, 683.4980851068037, 629.1494919583218, 274.89584200198374, 306.16035354746725]",168.30714132566104,43281,27,2.121928329163736
52,Wind,Offshore,4906.848716029519,6.625328152783538,27.516137377825842,9,"[252.7439521622174, 1034.1641082084413, 317.9724836280616, 245.15136441229194, 637.8998871429123, 1043.9934719420248, 462.40837648930193, 621.7126175259164, 239.92253256375122, 649.0785141348758, 777.6130806371336, 770.9070537521447]",69.8232049740012,7727,125,25.647007427501926
53,Wind,Onshore,3844.6499263246556,56.62742977481858,38.204467400002414,4,"[716.6275918542754, 484.600382304681, 717.2094276935294, 1048.1814982799472, 885.1745132777805, 490.0440281779866, 401.46392105353294, 465.20853699682914, 369.7592013928265, 295.6406960237159, 619.136174442055, 313.29960439826766]",38.52294875678535,31831,5,8.695452464768481
54,Biomass,Wood Biomass,1749.2136708690189,45.20484158046929,13.553087906107486,10,"[951.7707876829782, 1106.2335194351385, 943.4351739561944, 732.8270374013943, 1060.6678217888852, 894.9183797815075, 210.55112245018987, 594.0901527745032, 1050.9518994068, 545.8588579752693, 235.2151735255235, 946.1796385522723]",161.39746270515937,44790,229,1.0601154880094092
75,Wind,Offshore,3136.351290674319,-26.871202799517576,-1.4184973336886522,10,"[676.3223522069043, 869.7544512182478, 602.3730507224677, 498.0068571937554, 825.4780604246614, 354.85757407882124, 572.999835566863, 409.0370373859223, 895.7949669407456, 1144.2088383461075, 1195.5109680158664, 650.2768104415907]",54.243425979106675,18392,219,5.386094407172992
77,Hydro,Pumped,1742.2355555508475,58.58036594503049,30.316533252037736,5,"[517.9046737732835, 208.77721194792946, 582.1329088259879, 501.80936966269365, 237.3969904087973, 705.3652565059297, 603.0313112827366, 834.5564677415248, 821.1863221940832, 320.7466358966801, 1176.9655461266225, 386.9314294414469]",91.82843482911738,18772,112,6.213038547881355
75,Wind,Offshore,1414.0555427304334,-6.7827477938267435,22.04850508010442,8,"[1123.6648375496527, 1197.518131172675, 232.4510767906757, 435.5882282446775, 510.30711579169747, 599.1261004449661, 442.2571575847674, 403.4879945553125, 1154.5538424175, 1118.5216027705178, 246.99250100311747, 538.8130216048482]",84.0039679672893,4681,164,10.533677815866463
9,Biomass,Wood Biomass,944.2548294909508,54.76861770642796,-6.873697495347219,7,"[473.9887815430181, 793.0561899673577, 689.2272547499192, 333.34446731637036, 442.5442765829707, 491.69345072158603, 1124.3095670525581, 430.38663938588945, 489.24390281966816, 569.3541300894324, 863.742738625387, 318.2383924721405]",191.01931643628635,5951,163,6.247376076801493
39,Wind,Onshore,1727.776637974821,39.5660230661442,-15.351021572456848,11,"[610.731543491012, 704.6372879774349, 207.353044554427, 891.7201141346889, 861.3426789447244, 238.40087732634456, 568.2501073951331, 1179.0318407916675, 620.7365625686168, 701.9454051318417, 1109.9301581597185, 917.2618758657565]",118.50367556922359,6580,143,10.384155321274633
